epoch,loss,val_loss
0,37672867606.8,4035.31471811
1,3580.50440961,2914.25416945
2,2872.14678249,2679.18855703
3,2466.95940814,2411.32111931
4,12496.0035417,1924.20536085
5,1997.36918227,1841.08432181
6,1929.75722578,1811.33610157
7,1951.58123097,1749.20013792
8,2407.04375092,1659.24259114
9,2057.96840785,2262.01765128
10,2589.07900666,2174.83016671
11,12767.6492509,1495.13577192
12,1513.24603692,1578.06924531
13,1660.86245531,1299.02715702
14,1964.3755951,1854.98546301
15,2240.60978876,1425.86003911
16,2047.43493792,1733.36000266
17,1862.51860484,1479.43169426
18,2020.84540393,1130.03518839
19,1378.53466366,1553.51551891
20,1716.49180253,1999.74777802
21,1680.54849844,2382.2768435
22,1459.34844044,1390.19172596
23,1522.30289678,1120.09473452
24,1384.96034129,1460.21323151
25,1374.3743548,989.766964584
26,1328.19401627,1303.67253347
27,1350.85114123,1398.363622
28,1132.55958062,1330.15888689
29,1281.48420433,1604.34171846
30,1104.50379604,891.149727023
31,1079.52847237,975.267580389
32,1130.93744991,1297.32151441
33,1070.41033757,2635.19788584
34,1000.33121227,970.618561185
35,976.560013816,1015.79892799
36,1035.86308836,844.977801553
37,992.337973273,863.860885629
38,913.689571678,1046.43452715
39,913.055177617,759.136109454
