epoch,loss,val_loss
0,9.07870225393,5.51005077838
1,5.33479434703,5.15889936832
2,5.04747800853,4.81501868793
3,4.70179274496,4.41698493064
4,4.41603507249,4.30816637557
5,4.31416407665,4.28291463217
6,4.22763991992,4.22779550865
7,4.29121957446,4.17724141151
8,4.19161986995,4.11351334706
9,4.18909790353,4.16298605584
10,4.22163853491,4.22607100603
11,4.0917981734,4.05973184802
12,4.15497268926,4.00967387263
13,4.15367329325,4.10676145088
14,4.09861157044,4.03063763004
15,4.09452312703,4.11407059352
16,4.09179853469,4.02147949616
17,4.06640069241,4.02377176667
18,4.0367131718,4.06767783253
19,4.00495006123,4.0545372005
20,4.03738934707,3.98660905222
21,4.06333771988,3.96594242416
22,4.01267975703,4.00531696579
23,4.01753855577,3.958507736
24,3.98076396958,4.28854749007
25,4.01230612523,4.01672790845
26,3.98217449418,3.8863820468
27,4.01263290822,4.05381204276
28,3.98422424252,3.92027742308
29,4.013285766,3.96064585619
30,4.00268160249,3.85200978317
31,3.99183028275,3.95171188903
32,3.98944278567,3.91649816809
33,3.95460912792,3.95242928617
34,3.99734246475,3.94297277597
35,3.99845777725,3.90283309409
36,3.97475852587,3.95302853542
37,4.00017859745,3.92552709989
38,3.97579428458,3.9917124288
39,3.97265284886,3.87081337724
40,3.96903100409,3.86778214236
41,3.946086103,3.97270279647
42,3.97695778774,3.98076313328
43,3.94620020044,3.86157149037
44,3.96384133505,3.97808604638
45,3.96782898867,3.84786465902
46,3.98861902189,3.97373685973
47,3.96111289901,3.94277981552
48,3.99133597121,3.93294824392
49,3.97763543605,3.8728125308
50,3.92536683755,3.8777795814
51,3.97627260136,4.00722462788
52,3.9344585661,3.98197939998
53,3.98303977383,4.13929456022
54,3.97323933785,3.92382002724
55,3.97982188453,3.91192362784
56,3.95676648369,3.91873658848
57,3.94067634644,3.86476016211
58,3.93891221148,4.06339555753
59,4.01045938801,3.86834215716
60,3.95251511454,3.91648394264
61,3.92460152277,3.88990416846
62,3.93106197327,4.00273984751
63,3.93216633805,3.88942148636
64,3.9398659021,3.92591486221
65,3.96197336446,3.86320019324
66,3.93857253189,3.86151343411
67,3.94208084933,3.85376182181
68,3.92684324404,3.98332202573
69,3.97631230954,3.90374806768
70,3.93337597401,3.87388391832
71,3.91160491791,3.91439520057
72,3.91885123748,3.91339145253
73,3.97457681315,3.88757139441
74,3.95733086169,3.82821308436
75,3.9864081458,3.88772098228
76,3.94155459015,4.01766296234
77,3.9763903478,3.88839291316
78,3.94109313945,3.9350739238
79,3.90352808768,3.91159970971
80,3.91047434418,3.90739156335
81,3.90448091935,3.870528916
82,3.91522139887,3.88051172363
83,3.9252060152,3.84310444389
84,3.91719361304,3.87504872653
85,3.93186003463,3.89963358933
86,3.97168746231,3.82135358104
87,3.9036543275,3.97457372412
88,3.91634944698,3.95998381423
89,3.91195080661,3.94630268493
90,3.95579016782,3.85708563602
91,3.94159732405,3.7822598845
92,3.92402328062,3.8698569217
93,3.93780174285,3.89909557719
94,3.93601515625,3.81888712181
95,3.92188183135,3.94367194077
96,3.93323432247,3.84562544418
97,3.91654277864,3.83899675086
98,3.9438465257,3.85645176526
99,3.91579470417,3.84511158197
