epoch,loss,val_loss
0,9.1804775972,5.2279933109
1,4.8132499252,5.04863483253
2,4.41542147429,4.25892896704
3,4.27930030404,4.21176098698
4,4.2037487061,4.16939913515
5,4.16885048769,4.01527461194
6,4.10667597503,3.99827384635
7,4.04319572729,4.23927952847
8,4.08362988955,3.91023648397
9,4.09209647248,3.99470771131
10,4.03813630568,3.98440451321
11,4.01112983586,3.97994375363
12,4.00851616373,4.20675832705
13,4.0279411317,4.03012374354
14,4.04003815486,3.95598357308
15,4.00548031864,4.05313495408
16,4.02794942234,3.91430858799
17,4.02467755712,4.00355845036
18,4.0201142898,3.91627792103
19,3.99696319773,3.86904505775
20,3.97105198681,3.97412667451
21,3.9922101098,3.93330791724
22,3.99885448073,3.93731558138
23,3.98247816204,3.90444888442
24,3.95980661069,3.96008416878
25,3.99478109349,4.02292082103
26,3.99093470031,3.86232797229
27,4.00829313586,3.9584395639
28,4.03096186925,3.97354811504
29,3.9824274792,3.92654263483
30,3.95802755942,3.83342200641
31,3.95410747086,3.8185156371
32,3.95315915404,3.87965105435
33,3.95358237682,3.9424945432
34,3.97669777335,3.93310809361
35,3.96648661513,3.94368432864
36,3.96310435003,4.06169754457
37,3.94857740919,4.02007107661
38,3.92448746931,3.88640047767
39,3.97239280044,3.85553752893
40,3.96302318606,3.91712685192
41,3.95301143859,4.02435670616
42,3.9635220091,3.90679576296
43,3.94025001525,3.92146355624
44,3.92870338149,3.90265212075
45,3.9484153788,3.97271959592
46,3.94957123855,3.9072602968
47,3.92455817512,3.9272270636
48,3.96698583078,3.81217836809
49,3.92159808326,3.89218251564
50,3.996812861,3.7670089463
51,3.92540830999,3.92671241645
52,3.93193070325,3.85100873329
53,3.92675587327,3.86772809631
54,3.91511841513,3.8020084309
55,3.93626010835,3.8805127988
56,3.93855303586,3.91652223303
57,3.94025082379,3.96297777034
58,3.88828163553,3.86951449291
59,3.94252994536,3.85439784001
60,3.94833201591,3.86727401334
61,3.89938132956,4.04631368547
62,3.96395025562,4.03423712269
63,3.90432888363,3.85771077112
64,3.97346157931,4.07114026038
65,3.95882461273,3.80445697423
66,3.93941360707,3.8619420122
67,3.90841657785,3.92863393479
68,3.9529795664,3.83485539406
69,3.91098904483,3.92836021377
70,3.91237198071,3.9020288881
71,3.91795404037,3.85590720103
72,3.93425368102,3.80463777476
73,3.95776612398,3.96735674854
74,3.92412051258,3.96227861917
75,3.90185213263,3.88212347812
76,3.90781384497,3.88737234746
77,3.91994255161,3.92824788702
78,3.94331991774,3.88545701661
79,3.92974876651,3.8102025489
80,3.93351266743,3.82032178603
81,3.89306534482,3.81900170153
82,3.9316947219,3.87613695839
83,3.9543187967,3.83107565832
84,3.91694852837,3.95407496057
85,3.91037214346,3.85958606161
86,3.92274208103,3.81562173304
87,3.92902102166,3.87204643196
88,3.89547450979,3.8283324566
89,3.93550750756,3.88632541346
90,3.93345067458,4.4524953719
91,3.91604123741,3.90253557479
92,3.90397926503,3.82982307719
93,3.9602316839,3.82748575635
94,3.94191410316,3.88665138179
95,3.93178320194,3.92667959102
96,3.88648823237,3.8962362331
97,3.95850445624,3.83286885465
98,3.95282491666,3.82471843194
99,3.93040949935,3.93477641149
