epoch,loss,val_loss
0,8.97334962123,5.53731328322
1,5.43206589505,5.22105249912
2,5.23428298829,5.12877204073
3,5.08381830877,4.92394889401
4,4.82295046469,4.622809837
5,4.51548732844,4.35735504052
6,4.3989815678,4.19962943076
7,4.27783592632,4.29266949895
8,4.28729597432,4.30517311858
9,4.29658428453,4.16283874241
10,4.19867998042,4.16601497883
11,4.2107388402,4.10930858217
12,4.17877511923,4.16269695501
13,4.18981314802,4.10035129315
14,4.12462885426,4.09581969595
15,4.09168761674,4.15638148472
16,4.08805255491,4.12723078601
17,4.11157960127,4.04752437815
18,4.07806939491,3.99526530201
19,4.09474396571,4.1463212142
20,4.08251268606,3.9451030055
21,4.07656255119,4.00533442083
22,4.06143019382,3.96754335657
23,4.05388290802,3.97254147021
24,4.07232277365,4.00636582643
25,4.05320086672,3.97324764098
26,4.06172539205,4.04960617089
27,4.02342815559,3.98466130951
28,4.05708283281,4.03024298511
29,4.03829730369,3.95285353155
30,4.04086851521,3.98991094604
31,4.02886654627,3.96712409032
32,4.04309705855,3.95551762098
33,4.05173908197,3.98600832273
34,4.03481024719,3.92653942364
35,4.04170047434,3.99626969281
36,4.0327202662,4.01235541572
37,4.0142568185,3.886432249
38,3.99694789627,4.0572538365
39,3.99815831425,3.92423433814
40,4.0097940504,3.9566086885
41,4.00956634786,3.91262349977
42,4.00324701684,3.93835680452
43,3.99536812622,4.05168582971
44,4.03022551029,3.94509302258
45,3.96262211458,3.94277946585
46,3.99592041462,3.96905284361
47,4.01754243828,3.96874909356
48,3.98312807242,3.97918615786
49,4.00774126076,3.92999661618
50,3.99933839361,3.98137734002
51,4.00003627745,3.90296278908
52,4.01521653233,3.89372454133
53,4.01439604325,3.90788013562
54,4.01220247677,3.92791114514
55,3.98363172479,3.98369733853
56,3.95846450283,3.94519790219
57,4.0045821535,3.96604122328
58,3.95786880343,4.00162577788
59,3.95954177886,3.91575017001
60,3.95507226469,3.93839800259
61,3.97766167414,3.84101863539
62,3.97378187772,3.94605362923
63,3.92170214022,3.90183323263
64,3.96031284087,3.95498609514
65,3.98310230768,3.90868990608
66,3.96296283391,3.91016306317
67,3.97572681395,3.90751680709
68,3.95254652197,3.87921661001
69,3.98276937509,3.97217994301
70,3.9563251866,4.02556437406
71,3.98089851744,3.94774206775
72,3.96122034968,4.00133747869
73,3.97440198857,3.88060158463
74,3.97517273627,3.90858374739
75,3.95829322968,3.84272182485
76,3.98056816758,3.91122184134
77,3.9635287479,4.02631964604
78,3.98493468195,3.93486773368
79,3.9384913093,3.88448018976
80,3.96832634224,4.38347448769
81,3.94996039344,4.21535586704
82,3.94914842606,3.85826126807
83,3.98409310641,4.02105263489
84,3.98455241736,3.85295650866
85,3.9627234417,3.91544893638
86,4.00227240188,4.38461054201
87,3.93208922964,3.89570182918
88,3.97408874276,3.9037937621
89,3.97273710839,3.87938948009
90,3.93456335973,3.91993392032
91,3.93377053136,3.88106866041
92,3.94469200092,3.82815050242
93,3.96211193574,3.90557577064
94,3.94433993214,3.85864431278
95,3.98133429345,3.86888239488
96,3.93672630643,3.88344877152
97,3.93730793618,3.89091210563
98,3.94650712375,3.88860515567
99,3.96131428629,3.89417388157
