epoch,loss,val_loss
0,9.40078198883,4.67233493779
1,4.47494625169,4.91470674078
2,4.23698582307,4.06956027569
3,4.12572227848,4.06942328196
4,4.12527099744,4.07712472427
5,4.10561107233,3.98875438786
6,4.05546132709,4.23572485547
7,4.04558901108,3.98947427699
8,4.07468458866,3.90455869639
9,4.03392351007,4.16724886604
10,4.0160486849,3.94863414438
11,4.00810972755,3.87704707625
12,4.01509909927,3.90959749432
13,4.01796386183,3.95983786132
14,4.01459073031,3.89423421356
15,3.99851216617,3.98233413282
16,4.01041972892,3.8512080029
17,3.98713134181,3.87942170864
18,4.01059955829,3.89464256948
19,3.99724518321,3.98707569566
20,4.00494514205,3.95990681817
21,3.9975690912,4.03374582709
22,4.00940165702,3.96815662606
23,3.97802910737,3.87979720409
24,3.96613759907,4.03491688785
25,3.97621164796,3.96443652135
26,3.95761059436,3.94664534667
27,3.96325387822,3.88641397436
28,3.96140795415,3.90595175748
29,3.99643749099,3.88426754663
30,3.96155104957,3.98169981362
31,3.9692413738,3.90797055644
32,3.9604799581,3.86994018173
33,3.98485603523,3.9009770279
34,3.97461966281,3.86582194693
35,3.93250748027,3.85635784161
36,3.95748165123,3.93610424074
37,3.94741937238,3.91648873961
38,3.96169137278,3.99119897443
39,4.00478422607,3.89840066096
40,3.92371820459,3.88122716937
41,3.92772483004,3.89550545573
42,3.914585194,3.87042614229
43,3.96712731586,3.85281145681
44,3.95172580878,3.82932345936
45,3.93515966969,3.84404662528
46,3.89704765807,3.99795590457
47,3.9857355019,3.89834033021
48,3.90417635631,4.0072462707
49,3.96794693875,3.85686513631
50,3.9487583753,3.92606974174
51,3.93437600239,3.88360971852
52,3.96193475919,3.90524034822
53,3.92103228149,3.93930527472
54,3.95878078416,3.86194568234
55,3.94755634095,3.90692785215
56,3.92598078178,3.9009241262
57,3.92648126685,4.04304347384
58,3.91279749258,3.83871547505
59,3.93554360704,3.88940189142
60,3.93453029362,3.85377811107
61,3.92472380293,3.82973512006
62,3.93133582858,3.82289702345
63,3.93664995923,3.88838608836
64,3.94013815816,3.98649977622
65,3.94029524666,4.04756768824
66,3.93777136129,3.8469316075
67,3.91755686099,3.8860040047
68,3.92528396388,3.85526142508
69,3.9453557915,3.88227242909
70,3.95169143846,3.89343395781
71,3.9414335985,3.92051726741
72,3.97240611151,3.93124408651
73,3.96582463587,3.85021326476
74,3.93588635824,3.82900809035
75,3.98716498563,3.93408149696
76,3.95008335297,3.87446353088
77,3.96311210788,3.8558083901
78,3.93560343164,3.8538879844
79,3.9400257469,3.81903480224
80,3.96172261444,3.88852150498
81,3.91435982709,3.93332178865
82,3.97339042665,3.82942361445
83,3.89947227482,3.91205767354
84,3.92207275144,3.8404317222
85,4.00019723738,3.83733921812
86,3.93484728587,3.82596287981
87,3.92576716256,3.90849604649
88,3.94966571612,3.87309273265
89,3.9484989114,4.23815142466
90,3.9671415904,3.94289624755
91,3.92571006784,3.82931554537
92,4.00264300896,3.85956653268
93,3.94917247826,3.93307953401
94,3.93603794422,3.9230207729
95,3.90575330594,3.98075045608
96,3.92079592648,3.86924187825
97,3.96086125252,3.90925691769
98,3.88014598654,3.8092550528
99,3.8931241111,3.78702950293
