epoch,loss,val_loss
0,7289.89945433,4279.99579083
1,4073.79213402,3687.80809524
2,3640.40361942,3223.85467633
3,3268.51309885,3157.28804932
4,3094.39016367,3340.05756335
5,2992.75686533,2910.02746125
6,2925.87154255,2971.05794165
7,2847.14125625,2817.14716431
8,2821.68870133,2798.29308721
9,2779.63925227,2794.57510718
10,2758.77336003,3038.78678469
11,2737.29886279,2640.47055702
12,2675.47647838,2634.67235509
13,2675.10499347,2706.37354916
14,2655.95553609,2610.6127425
15,2626.98839721,2598.49195499
16,2616.19047417,2643.7706196
17,2599.29801177,2549.3904625
18,2570.96231881,2531.85079267
19,2563.11516313,2525.06773569
20,2540.80870085,2492.45520082
21,2518.68141379,2452.11804152
22,2497.54242849,2429.89299653
23,2478.71005527,2454.61382341
24,2446.29110052,2508.17992543
25,2417.47131804,2353.31249565
26,2397.79671207,2344.69127037
27,2356.7078927,2340.74448248
28,2352.546678,2251.31948125
29,2293.32632684,2259.21762247
30,2274.15565303,2200.3220189
31,2242.05086501,2294.27540172
32,2259.80297929,2155.66070347
33,2193.9215412,2134.61909313
34,2164.80647999,2144.2207121
35,2144.99118407,2125.91193574
36,2109.92606905,2115.54943646
37,2088.9002363,2095.2869685
38,2067.71241804,2066.74426723
39,2041.42585925,1995.99007844
